Dist Code,Year,State Code,State Name,Dist Name,RICE AREA (1000 ha),RICE PRODUCTION (1000 tons),WHEAT AREA (1000 ha),WHEAT PRODUCTION (1000 tons),KHARIF SORGHUM AREA (1000 ha),KHARIF SORGHUM PRODUCTION (1000 tons),RABI SORGHUM AREA (1000 ha),RABI SORGHUM PRODUCTION (1000 tons),SORGHUM AREA (1000 ha),SORGHUM PRODUCTION (1000 tons),PEARL MILLET AREA (1000 ha),PEARL MILLET PRODUCTION (1000 tons),MAIZE AREA (1000 ha),MAIZE PRODUCTION (1000 tons),FINGER MILLET AREA (1000 ha),FINGER MILLET PRODUCTION (1000 tons),BARLEY AREA (1000 ha),BARLEY PRODUCTION (1000 tons),CHICKPEA AREA (1000 ha),CHICKPEA PRODUCTION (1000 tons),PIGEONPEA AREA (1000 ha),PIGEONPEA PRODUCTION (1000 tons),MINOR PULSES AREA (1000 ha),MINOR PULSES PRODUCTION (1000 tons),GROUNDNUT AREA (1000 ha),GROUNDNUT PRODUCTION (1000 tons),SESAMUM AREA (1000 ha),SESAMUM PRODUCTION (1000 tons),RAPESEED AND MUSTARD AREA (1000 ha),RAPESEED AND MUSTARD PRODUCTION (1000 tons),SAFFLOWER AREA (1000 ha),SAFFLOWER PRODUCTION (1000 tons),CASTOR AREA (1000 ha),CASTOR PRODUCTION (1000 tons),LINSEED AREA (1000 ha),LINSEED PRODUCTION (1000 tons),SUNFLOWER AREA (1000 ha),SUNFLOWER PRODUCTION (1000 tons),SOYABEAN AREA (1000 ha),SOYABEAN PRODUCTION (1000 tons),OILSEEDS AREA (1000 ha),OILSEEDS PRODUCTION (1000 tons),COTTON AREA (1000 ha),COTTON PRODUCTION (1000 tons)
1,1966,14,Chhattisgarh,Durg,548,185,44,20,0.6,0.4,0,0,0.6,0.4,0,0,3,2,0.8,0.2,0.1,0,54,27,37,15,114.96,-1,0.2,0.1,3,0.3,1,0.2,0.07,0,0.7,0.2,45.7,6.8,0,0,0,0,50.7,-1,0,0
1,1967,14,Chhattisgarh,Durg,547,409,50,26,1.1,0.9,0,0,1.1,0.9,0,0,3,3,0.9,0.2,0.2,0.1,52,15,36,26,269.54,-1,0.1,0.1,11.6,0.9,1.1,0.3,0.01,0,0.5,0.1,100.1,25.8,0,0,0,0,113.55,-1,0,0
1,1968,14,Chhattisgarh,Durg,556.3,468,53.7,30,0.5,0.4,0,0,0.5,0.4,0,0,2.8,2,0.8,0.2,0.2,0.1,51.3,23,35.7,28,289.46,-1,0.1,0.1,11.3,1.6,1.2,0.5,0.02,0,0.6,0.3,113.3,23.8,0,0,0,0,126.62,-1,0,0
1,1969,14,Chhattisgarh,Durg,563.4,400.8,49.4,26.5,0.8,0.6,0,0,0.8,0.6,0,0,2.7,2.3,0.8,0.2,0.2,0.1,52.6,23.1,35.7,27.3,298.18,98.3,0.1,0.1,11.4,1.4,1.2,0.4,0.02,0,0.5,0.1,101.1,13,0,0,0,0,114.14,14.9,0,0
1,1970,14,Chhattisgarh,Durg,571.6,473.6,44.2,29,0.9,0.6,0,0,0.9,0.6,0,0,2.5,3.3,0.8,0.2,0.1,0.1,53.3,32.6,33.3,35.2,342.8,142.9,0.1,0.1,10.8,1.1,1.1,0.4,0.02,0,0.4,0.1,114.1,22.7,0,0,0,0,126.4,24.3,0,0
1,1971,14,Chhattisgarh,Durg,581.8,412.9,44.4,25.8,0.3,0.2,0,0,0.3,0.2,0,0,2.7,3.1,0.9,0.2,0.2,0.1,50.3,32.8,33.9,34.6,351.5,154.9,0.1,0,10.8,1,1.1,0.4,0.07,0,0.3,0.1,111.7,18.5,0,0,0,0,124.2,20.2,0,0
1,1972,14,Chhattisgarh,Durg,582.2,381,39.6,20.6,0.3,0.3,0,0,0.3,0.3,0,0,2.8,3.2,0.8,0.1,0.1,0.1,52.3,32.6,32.8,42.4,331.8,100.6,0.1,0,10.4,1.9,1.2,0.7,0,0,0.3,0.1,111.7,22.7,0,0,0,0,123.8,25.4,0,0
1,1973,14,Chhattisgarh,Durg,600,471.9,37.3,18.6,0.2,0.2,0,0,0.2,0.2,0,0,2.9,2.7,0.8,0.2,0.1,0.1,56.4,32.4,32.2,22.8,352.6,106.4,0.1,0,9.6,1.3,1.2,0.7,0,0,0.2,0.1,118.8,28,0,0,0,0,130.2,30.3,0,0
1,1974,14,Chhattisgarh,Durg,587.4,219,36.5,22.4,0.5,0.4,0,0,0.5,0.4,0,0,2.9,2.9,0.8,0.3,0.2,0.1,54.9,41,32.5,37.6,153.1,61.3,0,0,9.9,1.4,1.4,0.8,0,0,0.2,0.1,85,21.4,0,0,0,0,96.8,23.9,0,0
1,1975,14,Chhattisgarh,Durg,598.3,454,49.2,27.8,0.2,0.2,0,0,0.2,0.2,0,0,2.9,2.9,0.8,0.2,0.2,0.2,58.3,30.2,34.2,26.7,320.2,121.2,0,0,8.6,0.9,1.6,0.9,0.1,0,0.2,0.1,120.7,28.7,0,0,0,0,131.5,30.8,0,0
1,1976,14,Chhattisgarh,Durg,593.6,327.1,46.9,10,0.1,0.1,0,0,0.1,0.1,0,0,3,2,0.8,0.2,0.1,0.1,52.5,13.4,30.9,11.3,246.9,34,0.1,0,9,0.4,0.7,0.1,0.1,0,0.2,0.1,95.7,6.5,0,0,0,0,105.7,7.1,0,0
1,1977,14,Chhattisgarh,Durg,600.7,572.4,53.1,27.1,0.1,0.1,0,0,0.1,0.1,0,0,3.4,2.8,0.8,0.2,0.1,0.1,56.3,17.7,30.5,16,319.8,101.7,0.1,0,9,1,1.1,0.3,0.1,0,0.2,0.1,103.4,23.2,0,0,0,0,128.6,24.5,0,0
1,1978,14,Chhattisgarh,Durg,612.5,362.2,48.7,25.6,0.1,0.1,0,0,0.1,0.1,0,0,3.4,2.9,0.7,0.2,0.1,0.1,52.1,17,31.4,24.8,308.5,67.9,0.1,0.1,5.7,0.5,1.6,0.5,0.2,0,0.2,0.1,111.7,13.4,0,0,0,0,145.6,17.5,0,0
1,1979,14,Chhattisgarh,Durg,616.8,330.6,44.6,17.8,0.5,0.5,0,0,0.5,0.5,0,0,3,3.6,0.7,0.2,0.2,0,65.3,15.7,29.6,16.9,193.9,35.7,0.1,0.2,8.5,0.6,1.7,0.3,0.2,0,0.1,0,101.4,5.3,0,0,0.1,0,102.8,5.4,0,0
1,1980,14,Chhattisgarh,Durg,634.9,515.6,44.1,33.6,0.2,0.2,0,0,0.2,0.2,0,0,3,2.8,0.6,0.2,0.2,0.1,54.2,18,29.2,22.9,310.6,100.8,0.1,0.2,8.2,0.9,1.9,0.7,0.3,0.1,0.2,0.1,96.7,17.2,0,0,0,0,113.4,19.8,0,0
1,1981,14,Chhattisgarh,Durg,630,506.9,41.5,23.6,0.2,0.2,0,0,0.2,0.2,0,0,3,3,0.7,0.2,0.2,0.1,60.9,23.1,28.7,31.2,318,63.3,0.1,0.1,8.6,1,2,0.9,0.3,0.1,0.3,0.1,95.4,12.1,0,0,0,0,117.1,15.8,0,0
1,1982,14,Chhattisgarh,Durg,627.9,513.3,41.1,23.9,0.1,0.1,0,0,0.1,0.1,0,0,3,3.1,0.6,0.2,0.1,0.1,71.7,27.9,24,18.8,309,82.8,0.1,0.1,9.1,0.9,1.8,0.7,0.4,0.1,0,0,98.1,12.3,0,0,1.2,0.7,117.9,15.9,0,0
1,1983,14,Chhattisgarh,Durg,626.7,711,39.9,20.6,0.1,0.1,0,0,0.1,0.1,0,0,3,3.7,0.7,0.2,0.1,0,67.7,24.7,25.1,25.9,347.5,105.3,0.1,0.1,8.1,1,2,0.9,0.4,0.1,0.1,0,99.9,18.1,0,0,2.2,1.2,119.8,22.4,0,0
1,1984,14,Chhattisgarh,Durg,632.2,563.8,40.5,19.9,0.3,0.3,0,0,0.3,0.3,0,0,3.6,4.1,0.6,0.2,0.1,0.1,82.8,40,26,27.1,305,70.6,0.2,0.2,7.8,0.9,2.2,1,0.5,0.1,0.1,0,98.6,13.3,0,0,2.1,1.3,120.3,18.1,0,0
1,1985,14,Chhattisgarh,Durg,630.8,699.8,39.4,21,0.3,0.2,0,0,0.3,0.2,0,0,3.8,3,0.5,0.1,0.1,0.1,87.9,38.1,28.2,31.8,333.9,89.4,0.3,0.3,8.2,1.1,2.3,0.7,0.4,0.1,0.1,0,109.3,15.6,0,0,1.1,0.7,120.3,19,0,0
1,1986,14,Chhattisgarh,Durg,643,525,37,24,0.2,0.1,0,0,0.2,0.1,0,0,4,3,0.6,0.1,0,0,98,55,27,29,225.5,63.5,1,1,7.3,0.5,2.2,0.7,0.4,0.1,0,0,89.9,16.7,0,0,0.8,0.4,97.8,18.6,0,0
1,1987,14,Chhattisgarh,Durg,648,523,43,23,0.3,0.2,0,0,0.3,0.2,0,0,4,3,0.4,0.1,0,0,113.5,52.1,26,26,213.2,69.5,1,1,6.8,1.1,2.3,1.2,0.3,0.1,0,0,84.6,12.2,0,0,0.5,0.3,93.2,22.4,0,0
1,1988,14,Chhattisgarh,Durg,652.7,549.7,43.7,20.2,0.1,0.1,0,0,0.1,0.1,0,0,3.8,4,0.4,0.1,0,0,118.4,57,25.5,29.1,162.4,47.7,1.3,1.3,7.5,1.4,2.5,1.4,0.3,0.1,0,0,80.5,9.6,0,0,0.7,0.6,86.1,15,0,0
1,1989,14,Chhattisgarh,Durg,660.2,457.3,43.8,22.7,0.1,0.1,0,0,0.1,0.1,0,0,3.7,4.8,0.4,0.1,0,0,119.6,60.5,25.1,26.9,183.8,48.4,3.3,2.8,6.4,1.3,2.6,1.4,0.2,0,0,0,71.7,11.1,0,0,0.7,0.5,74.4,17,0,0
1,1990,14,Chhattisgarh,Durg,682.9,806.8,36.2,24.8,0.5,0.4,0,0,0.5,0.4,0,0,4,3.8,0,0,0.1,0.1,126.2,64.6,19,19.6,272.1,95.2,3.4,2.9,7.6,1.2,2.75,1.58,0.2,0,0,0,67.7,12.3,0.09,0,2.03,1.58,84,19.6,0,0
1,1991,14,Chhattisgarh,Durg,680.8,773.6,34.8,21.6,2.3,1.8,0,0,2.3,1.8,0,0,3.8,3.5,0,0,0,0,117.2,75.7,21.9,22.8,269.9,134.8,2.6,2.7,3.5,0.5,2.03,1.17,0.2,0.1,0.1,0,70,18.3,0.12,0.03,4.82,3.17,86.4,26,0,0
1,1992,14,Chhattisgarh,Durg,688,777.3,56.1,20.5,1.1,1,0,0,1.1,1,0,0,4.4,6,0,0,0,0,112.6,63.4,22.8,23.6,270,104.9,1.6,2.3,2.4,0.4,3.16,1.9,0.4,0.1,0.1,0,73.4,16.6,0.09,0.02,9.52,6.72,90.8,28.2,0.02,0
1,1993,14,Chhattisgarh,Durg,703.6,876.7,33.8,23.8,0.2,0.2,2.4,3.4,2.6,3.6,0.01,0.01,3.8,4.2,0,0,0,0,110.6,69.5,17.3,18.8,303.4,130,2.5,2.6,3.6,0.6,3.13,1.58,0.4,0.1,0,0,85.4,17.8,0.23,0.07,28.88,25.64,124.2,48.4,0.03,0
1,1994,14,Chhattisgarh,Durg,726.8,967.9,36.5,29.4,0.3,0.2,0,0,0.3,0.2,0,0,4.8,4.3,0,0,0,0,124.7,81.5,15.6,15.9,315.7,127.2,1.2,1.2,2.9,0.4,2.9,1.8,0.4,0.1,0,0,92.4,23,0.25,0.08,16.9,13.4,117,40,0,0
1,1995,14,Chhattisgarh,Durg,723.3,1052,37.1,26.5,0.1,0.1,0,0,0.1,0.1,0,0,4.2,5.6,0,0,0.1,0.1,124,61.3,15.1,12.9,318.6,80.9,0.9,1,4.3,0.8,2.7,1.3,0.3,0.2,0,0,88.9,15.3,0.3,0.1,24.4,21.1,121.9,40,0,0
1,1996,14,Chhattisgarh,Durg,710.9,917.2,36.2,29.1,0.3,0.2,0,0,0.3,0.2,0.3,0.3,3.2,4.1,0,0,0,0,117.7,78.1,12.6,12.3,272.3,120.7,0.8,0.8,4.5,0.7,2.4,1.2,0.4,0.2,0,0,82.5,22.6,0.3,0.1,45,31,136.3,57.6,0,0
1,1997,14,Chhattisgarh,Durg,735.7,837.5,35.6,18.3,1.21,0.1,0.02,0,1.24,0.1,0,0,3.5,3.2,0.26,0,0,0,111,48.8,12.1,7.2,282.39,11.3,1.4,1.4,3,0.4,2.6,1,0.3,0.1,0,0,80.2,10.5,0.4,0.1,61.6,48.9,149.44,62.4,0,0
1,1998,14,Chhattisgarh,Durg,786.51,684.62,39.96,24.84,0.27,0.27,0,0,0.27,0.27,0,0,5.61,5.68,0,0,0,0,144.25,85.26,31.09,29.43,258.44,92.31,1.38,1.38,4.64,0.81,4.33,2.05,0.4,0.1,0,0,83.45,16.78,0,0,56.07,26.09,151.86,47.57,0,0
1,1999,14,Chhattisgarh,Durg,769.79,963.04,0,0,0,0,0,0,0,0,0,0,3.81,4.98,0.25,0.07,0,0,118.67,79.51,14.87,15.12,224.35,96.35,1.38,1.38,3.88,0.85,1.07,0.89,0.19,0.06,0.02,0,63.62,16.11,0.9,0.64,14.56,10.24,108.14,35.93,0,0
1,2000,14,Chhattisgarh,Durg,748.76,467.89,29.9,17.59,0.42,0.23,0,0,0.42,0.23,0.03,0.02,3.94,3.12,0.23,0.07,0.01,0,98.52,49.93,16.24,5.61,26.83,7.55,1.29,1.15,3.31,0.51,2.59,0.65,0.03,0.02,0.03,0.01,43.8,9.05,0.38,0.26,10.36,5.7,61.92,17.34,0,0
1,2001,14,Chhattisgarh,Durg,756.26,978.69,34.33,24.11,0.28,0.25,0,0,0.28,0.25,0.02,0,3.9,2.62,0.22,0.06,0.01,0.01,117.53,86.49,14.56,5.58,30.18,9.08,1.2,1.71,3.1,0.7,2.59,0.84,0.05,0.04,0.05,0.02,48.48,13.03,0.72,0.51,8.25,6.01,68.51,22.84,0.01,0
1,2002,14,Chhattisgarh,Durg,753.41,484.9,33.25,25.09,0.22,0.21,0,0,0.22,0.21,0.01,0,3.71,4.76,0.23,0.05,0.01,0.01,122.65,78.25,15.66,6.33,30.66,8.27,1.25,1.67,3.91,1,2.8,0.85,0.13,0.04,0.01,0,39.54,11.09,0.76,0.53,12.88,6.91,61.3,22.07,0.02,0.01
1,2003,14,Chhattisgarh,Durg,766.58,1145.82,37.99,29.58,0.17,0.15,0,0,0.17,0.15,0,0,3.4,3.35,0.24,0.08,0.03,0.02,138.93,136.35,12.66,7.39,32.12,10.22,0.96,1.33,3.86,1.06,2.96,1.11,0.31,0.08,0.02,0,39.76,12.17,1.38,0.92,17.76,15.27,61.47,22.11,0.07,0.05
1,2004,14,Chhattisgarh,Durg,775.99,984.31,36.43,23.19,0.16,0.11,0,0,0.16,0.11,0,0,3.26,3.87,0.25,0.09,0.01,0.01,163.22,81.77,12.55,6.26,33.57,9.43,0.7,1.08,2.48,0.74,3.57,1.22,0.34,0.08,0.04,0.02,37.48,8.29,1.4,0.97,27.4,25.72,67.23,31.95,0.41,0.21
1,2005,14,Chhattisgarh,Durg,775.99,984.31,36.43,23.19,0.18,0.11,0,0,0.18,0.11,0,0,3.26,3.87,0.25,0.09,0.01,0.01,163.22,81.77,12.55,6.26,250.12,74.99,0.7,1.08,2.48,0.74,3.57,1.22,0.34,0.08,0.04,0.02,37.48,8.29,1.4,0.97,27.4,25.72,73.67,38.16,0,0
1,2006,14,Chhattisgarh,Durg,781.7,1177.1,36.81,26.62,0.21,0.15,0,0,0.21,0.15,0,0,5.28,5.03,0.12,0.04,0,0,170.6,123.47,10.79,4.65,234.58,127.67,0.71,1.04,3.6,1.04,4.29,1.26,0.29,0.08,0.04,0.01,36.57,9.28,1.99,1.25,40.33,35.86,88.02,49.86,0.19,0.05
1,2007,14,Chhattisgarh,Durg,799.89,1095.84,37.32,34.38,0.17,0.03,0,0,0.18,0.17,0,0,3.3,3.82,0.19,0.05,0.06,0.07,143.2,130.29,10.07,4.96,225.92,404.31,0.56,0.87,2.18,0.65,3.25,1.22,0.22,0.05,0.1,0.04,27.24,8.44,0.92,0.74,61.86,71.13,96.56,82.96,0.04,0.01
1,2008,14,Chhattisgarh,Durg,803.37,704.09,36.46,31.19,0.21,0.07,0,0,0.21,0.26,0,0,3.4,3.35,0.2,0.06,0.06,0.06,131.94,113.04,9.83,5.41,188.25,149.66,0.46,0.72,1.76,0.44,3.63,1.23,0.23,0.06,0.01,0,18.05,4.59,0.31,0.22,70.14,66.01,94.77,73.18,0.01,0.01
1,2009,14,Chhattisgarh,Durg,789.04,622.05,42.44,38.12,0.19,0.07,0,0,0.19,0.22,0,0,3.25,3.4,0.17,0.04,0.06,0.01,147.22,130.06,11.33,5.88,155.28,67.34,0.56,1.02,1.83,0.74,3.7,1.58,0.32,0.07,0.02,0,15.71,4.24,0.45,0.3,72.21,64.92,94.84,72.74,0.01,0
1,2010,14,Chhattisgarh,Durg,777.92,1319.18,46.12,45.87,0.23,0.32,0.06,0,0.23,0.32,1.67,2.41,3.17,4.63,0,0,0.09,0.07,184.26,174.84,13.02,5.24,180.24,91.25,0.51,0.96,2.2,0.57,6.09,2.17,0.4,0.1,0,0,12.54,3.14,0.4,0.29,91.77,105.41,114.35,112.83,0,0
1,2011,14,Chhattisgarh,Durg,806.55,1416.48,44.98,50.19,0.26,0.2,0,0,0.26,0.2,0,0,3.63,4.67,0.16,0.04,0.15,0.17,196.27,197.94,12.4,5.46,72.71,32.84,0.54,0.84,1.59,0.55,3.84,1.61,0.15,0.03,0,0,12.7,4.96,0.18,0.15,87.07,69.83,106.25,78.18,0.08,0.02
1,2012,14,Chhattisgarh,Durg,807.07,1534.22,43.87,47.69,0.7,0.49,0,0,0.7,0.49,0,0,3.12,4.8,0.18,0.05,0.19,0.11,208.6,235.92,11.23,6.1,160.54,60.53,0.48,0.72,1.72,0.47,3.77,1.64,0.36,0.09,0.05,0.02,11.38,4.76,0.19,0.14,85.05,101.62,104.27,109.66,0.13,0.02
1,2013,14,Chhattisgarh,Durg,819.44,1296.24,41.54,43.33,0,0,0,0,0.27,0.17,0.08,0.07,3.64,6.34,0.17,0.04,0.22,0.12,229.99,173.91,11.37,5.68,142.9,56.73,0.49,0.9,1.44,0.37,3.57,1.68,0.23,0.05,0,0,9.62,3.38,0.24,0.11,92.28,92.65,108.22,99.31,0.05,0.01
1,2014,14,Chhattisgarh,Durg,834.87,1444.24,44.25,50.96,0,0,0,0,0.22,0.18,0.06,0.04,4.02,5.84,0.13,0.03,0.14,0.11,228.75,241.58,14.6,9.18,144.21,97.92,0.43,0.7,1.25,0.53,3.73,1.76,0.23,0.05,0.01,0,7.94,3.04,0.2,0.1,85.84,39.93,99.93,46.2,0.05,0.02
1,2015,14,Chhattisgarh,Durg,817.68,880.6,48.72,54.6,0,0,0,0,0.18,0.19,0,0,9.87,14.47,0.06,0.01,0.04,0.03,220.27,166.24,24.71,11.01,121.23,47.02,0.44,0.75,2.34,0.87,4.88,2.41,0.36,0.12,0.01,0,7.17,2.34,0.05,0.04,98.2,49.1,113.88,37.19,0.05,0.01
1,2016,14,Chhattisgarh,Durg,858.91,1791.66,48.94,61.84,0,0,0,0,0.08,0.13,0,0,7.95,16.12,0.06,0.01,0.01,0.01,227.24,264.01,23.18,14.82,92.18,92.38,0.35,0.7,2.06,0.78,4.27,1.89,0.08,0.03,0,0,0,0,0.02,0,81.71,60.69,0,0,0.06,0.02
1,2017,14,Chhattisgarh,Durg,841.13,983.21,43.5,50.19,0,0,0,0,0.11,0.14,0.01,0,9.25,18.09,0.01,0,0,0,258.46,259.45,26.24,10.69,109.08,46.03,0.45,0.77,1.8,0.49,4.7,2,0.29,0.12,0,0,4.6,1.16,0.01,0,77.4,25.02,0,0,0.45,0.13
2,1966,14,Chhattisgarh,Bastar,406,261,2,1,4.9,4.2,0,0,4.9,4.2,0,0,23,31,10.4,2.3,0,0,1.9,0.5,3,2,51.7,-1,0,0,2.6,0.2,17.4,4.1,0,0,0.1,0,1.6,0.2,0,0,0,0,33.98,-1,0,0
2,1967,14,Chhattisgarh,Bastar,414,319,2,1,5.7,4.6,0,0,5.7,4.6,0,0,24,34,10.7,2.7,0,0,2,1,3,3,55.54,-1,0,0,3.2,0.2,17.3,4.3,0,0,0.1,0,2.9,0.6,0,0,0,0,35.69,-1,0,0
2,1968,14,Chhattisgarh,Bastar,423.2,294,2.3,1,6.9,5.3,0,0,6.9,5.3,0,0,24.7,24,11.4,2.9,0,0.2,2.5,1,2.2,2,57.02,-1,0,0,3.3,0.5,17.8,6.2,0,0,0.1,0,3.4,0.5,0,0,0,0,37.22,-1,0,0
2,1969,14,Chhattisgarh,Bastar,429.1,329,2.3,1.5,6.8,4.8,0,0,6.8,4.8,0,0,25.1,25,11,2.8,0,0.2,2.4,0.9,2.2,2,58.27,18,0,0,3.3,0.4,18.4,6.2,0,0,0.1,0,3.5,0.8,0,0,0,0,38.09,10.3,0,0
2,1970,14,Chhattisgarh,Bastar,437.7,316.8,2.4,1.9,6.5,5.2,0,0,6.5,5.2,0,0,25.4,36.1,10.8,2.9,0,0,2.2,0.8,2.5,2.9,57.6,18,0,0,3.2,0.3,18,5.5,0,0,0.1,0,4.4,0.9,0,0,0,0,40.3,9.7,0,0
2,1971,14,Chhattisgarh,Bastar,445.6,366.6,2.5,1.5,6.2,4.1,0,0,6.2,4.1,0,0,26.8,35.1,10.9,3,0,0,2.3,1,3.3,3.9,55.4,17.5,0,0,2.9,0.3,19,7,0,0,0.1,0,4.5,0.9,0,0,0,0,42.5,12.6,0,0
2,1972,14,Chhattisgarh,Bastar,443.1,285.8,2.7,1.7,6.6,5.2,0,0,6.6,5.2,0,0,26.8,37.1,11.2,2.8,0,0,2,0.7,3.1,3.9,55,16.8,0,0,2.8,0.4,20.4,9.5,0.1,0,0.1,0,4.6,0.9,0,0,0,0,43.1,14.1,0,0
2,1973,14,Chhattisgarh,Bastar,450.5,364.3,2.6,1.9,8.1,6.9,0,0,8.1,6.9,0,0,27.4,39.4,11.8,3,0,0,2.1,0.9,3.6,3,58.9,19.7,0,0,3.2,0.4,20.9,11,0,0,0.1,0,6,1.3,0,0,0,0,49.2,16.8,0,0
2,1974,14,Chhattisgarh,Bastar,451.6,302.9,2.4,2,8.1,5.8,0,0,8.1,5.8,0,0,28.2,34.6,11.2,2.7,0,0,1.6,0.5,3.5,4,57.3,17.6,0,0,3.2,0.4,21.7,10.7,0,0,0.1,0,3.9,0.7,0,0,0,0,50.2,15.9,0,0
2,1975,14,Chhattisgarh,Bastar,458.3,407.9,3.7,2.9,9.1,7.9,0,0,9.1,7.9,0,0,29.4,34.8,12.2,3.5,0,0,2.1,0.8,3.7,4.4,56.8,19.5,0,0,2.9,0.4,22.9,12.3,0,0,0.1,0,6.2,1.3,0,0,0,0,53.3,17.8,0,0
2,1976,14,Chhattisgarh,Bastar,459.6,296.1,3.3,2.2,7.4,4.7,0,0,7.4,4.7,0,0,28.7,32.6,11.3,2,0,0,1.4,0.4,3.4,2.4,45.6,9.8,0,0,2.2,0.2,12.5,2.4,0,0,0.1,0,4.3,0.5,0,0,0,0,37.3,5.2,0,0
2,1977,14,Chhattisgarh,Bastar,473.4,430.4,3.3,2.6,7.7,6,0,0,7.7,6,0,0,29.3,29.2,10.4,2.6,0,0,2,0.7,3,3.2,47.3,14.7,0,0,2,0.2,15.9,4.7,0,0,0.1,0,6.2,1.2,0,0,0,0,44.2,10.6,0,0
2,1978,14,Chhattisgarh,Bastar,490.4,402.2,3,2.8,9.1,6.3,0,0,9.1,6.3,0,0,27.6,30.2,11.2,2.9,0,0,1.7,0.6,3.1,2,49.6,15.8,0,0,1.7,0.1,18.7,7.1,0,0,0.1,0,7.5,1.4,0,0,0,0,44.8,11.8,0,0
2,1979,14,Chhattisgarh,Bastar,497.5,309.2,3,2.4,9.4,8.3,0,0,9.4,8.3,0,0,27,39.4,11.3,3.2,0,0,2.1,0.6,2.4,1.4,50,16.3,0,0,1.8,0.1,17.3,4.7,0,0,0,0,7.3,0.9,0,0,0,0,41.3,8.8,0,0
2,1980,14,Chhattisgarh,Bastar,519.4,391.8,2.9,3.1,9.4,8.1,0,0,9.4,8.1,0,0,28,30.3,10.8,3.1,0,0.1,1.8,0.6,2,1.7,51.1,16,0,0,1.8,0.1,16.7,8,0,0,0.1,0,5.2,0.8,0,0,0,0,37.5,9.8,0,0
2,1981,14,Chhattisgarh,Bastar,523.5,389.3,3,3.3,9,8.2,0,0,9,8.2,0,0,27,29.4,11.6,3,0.1,0.1,2,0.8,2,2.9,50.2,15.4,0,0,2,0.2,14.8,7,0,0,0,0,5.6,1,0,0,0,0,38.6,11,0,0
2,1982,14,Chhattisgarh,Bastar,527.7,372.4,3.2,3.9,9,5.5,0,0,9,5.5,0,0,28,36.7,11.8,3.5,0.1,0.1,2.3,1,1.9,1.9,54.2,17.7,0,0,1.8,0.1,14.9,6.3,0,0,0,0,4.2,0.8,0,0,0.2,0.1,41.7,11.7,0,0
2,1983,14,Chhattisgarh,Bastar,538,408,2.9,2.7,10,9.4,0,0,10,9.4,0,0,29,39,11.6,3.5,0,0,2.2,0.9,2.2,3.1,55.1,20.3,0,0,1.8,0.1,16.2,7.6,0,0,0,0,4.1,1,0,0,0.3,0.2,43.5,13.5,0,0
2,1984,14,Chhattisgarh,Bastar,533.4,395.6,2.8,3,9.7,10.1,0,0,9.7,10.1,0,0,28.8,42.8,10.7,2.8,0,0,2.4,1,2.1,2.6,52.8,18.3,0,0,2.8,0.4,16.5,7.5,0,0,0,0,4.7,1,0,0,0.2,0.1,43.7,12.5,0,0
2,1985,14,Chhattisgarh,Bastar,555.4,834.3,2.6,2.6,9.3,9.8,0,0,9.3,9.8,0,0,28.7,32.4,10.8,3.1,0,0,2.3,1,2.2,3.1,55,20.2,0,0,2,0.3,16.5,6.7,0,0,0,0,4.4,0.9,0,0,0.2,0.1,45.4,12.3,0,0
2,1986,14,Chhattisgarh,Bastar,556,403,3,3,9,8,0,0,9,8,0,0,28,34,11,3,0,0,3,1,3,4,54.4,18.6,0,0,2,0.2,16.4,6,0,0,0,0,4.5,1.1,0,0,0.2,0.1,44.1,11.1,0,0
2,1987,14,Chhattisgarh,Bastar,555,382,3,2,9,9.1,0,0,9,9.1,0,0,28,34,11,3,0,0,3,1,3,3,56,20.5,0,0,2.3,0.4,16.6,9.3,0,0,0,0,3.9,1,0,0,0.2,0.1,45,14.5,0,0
2,1988,14,Chhattisgarh,Bastar,572.8,553.2,2.8,3,9.4,8.6,0,0,9.4,8.6,0,0,28.6,40.9,11.3,3.2,0,0,2.7,1.1,3,4.1,55.7,20.4,0.1,0.1,2.5,0.5,16.9,9.9,0,0,0,0,3.7,0.9,0,0,0.2,0.1,44.9,14.8,0,0
2,1989,14,Chhattisgarh,Bastar,571.7,544.7,2.6,2.7,9,9.1,0,0,9,9.1,0,0,28.4,54.7,10.5,3.1,0,0,2.4,1,3,4.5,56.2,19.9,0.1,0,3.3,0.8,15.9,8.9,0,0,0,0,3.2,0.7,0,0,0.1,0.1,44.2,14,0,0
2,1990,14,Chhattisgarh,Bastar,579,561.9,2,2.4,5.6,5.5,2.5,2.3,8.1,7.8,0,0,27.5,40.6,0,0,0,0,1.9,0.9,2.8,4.2,59.3,22,0.1,0,2.8,0.5,15.3,9.78,0,0,0,0,3.3,0.7,0,0,0.05,0.04,43.7,15,0,0
2,1991,14,Chhattisgarh,Bastar,582.3,624.3,2.2,3,5.4,5.6,2.3,1.8,7.7,7.4,0,0,27.5,40.8,0,0,0,0,1.7,1,2.6,3.5,59.5,22.4,0,0,2.5,0.4,15.26,10.52,0,0,0,0,3,0.8,0.04,0.01,0.02,0.02,43.6,16.1,0,0
2,1992,14,Chhattisgarh,Bastar,584.4,533.3,1.6,2,5.3,5.3,2.2,3,7.5,8.3,0,0,27.5,46.3,0,0,0,0,1.7,0.8,2.7,3.4,57.5,20.3,0,0,2.4,0.5,11.99,6.37,0,0,0,0,2.8,0.6,0.11,0.02,0.94,0.87,40.6,11.7,0,0
